name=AzimuthSensor vendor=Kyle current_time_ms=1561445543718
m_t m_x m_y m_z a_t a_x a_y a_z g_t g_x g_y g_z direction_degrees
281263249 0 -45.320747 -96.05678 -101.441505 0 -0.06797005 9.759263 1.2105058 0 0.027652148 -0.27485928 -0.027698567 30.595104971925537
281263282 0 -45.239143 -96.05883 -101.547325 0 -0.0031803306 9.754358 1.2063379 0 0.02831077 -0.29283726 -0.027096791 27.114908438845134
281263315 0 -45.15211 -96.057816 -101.679375 0 0.080298975 9.753797 1.2123914 0 0.028149368 -0.31672028 -0.028186047 22.67198308187318
281263348 0 -45.07098 -96.06133 -101.81955 0 0.14190167 9.754092 1.2163633 0 0.028975595 -0.34568352 -0.031211399 19.411378838155997
281263381 0 -44.952507 -96.020004 -102.07356 0 0.19517024 9.746813 1.2106171 0 0.030064825 -0.38887173 -0.038842704 16.48025950490569
281263414 0 -44.854454 -95.99662 -102.30604 0 0.23487021 9.743607 1.2123692 0 0.028486488 -0.42480913 -0.044359066 14.355437172986228
281263447 0 -44.756256 -95.997635 -102.519615 0 0.26545176 9.738843 1.2166426 0 0.027530493 -0.46441722 -0.048857655 12.75318236918065
281263479 0 -44.627243 -95.96532 -102.88124 0 0.2844285 9.733169 1.2260249 0 0.023374546 -0.5077707 -0.052375328 11.765998052965813
281263513 0 -44.53196 -95.96409 -103.18866 0 0.29406106 9.73106 1.2468396 0 0.015588416 -0.56515986 -0.058721285 11.434252349883707
281263545 0 -44.440212 -95.93724 -103.54025 0 0.29434347 9.728944 1.274375 0 0.012402239 -0.60973823 -0.06345616 11.63635935497166
281263578 0 -44.36073 -95.89816 -103.94088 0 0.28320304 9.720628 1.3130225 0 0.012783337 -0.6542318 -0.06659032 12.495317968576956
281263612 0 -44.258446 -95.804085 -104.47608 0 0.2700006 9.714298 1.3305142 0 0.015767876 -0.6996807 -0.06849417 13.131670471847713
281263645 0 -44.202362 -95.78995 -104.95324 0 0.2571895 9.712562 1.3316095 0 0.011229377 -0.763485 -0.07811883 13.60170616128147
281263678 0 -44.16703 -95.748024 -105.47345 0 0.23887916 9.716834 1.3321787 0 -2.9093167E-4 -0.81439805 -0.088081 14.325833425576093
281263711 0 -44.143898 -95.70324 -106.03855 0 0.2083326 9.742667 1.3705589 0 -0.012955895 -0.864677 -0.09747701 15.961088288356564
281263744 0 -44.181084 -95.59678 -106.85978 0 0.17453171 9.764443 1.4079486 0 -0.01926753 -0.92524207 -0.11010233 17.6338391821331
281263777 0 -44.216576 -95.496864 -107.49575 0 0.1502313 9.770723 1.4516964 0 -0.021060295 -0.97333413 -0.123464026 18.899210273053427
281263810 0 -44.271095 -95.462906 -108.17618 0 0.1352348 9.769741 1.5051908 0 -0.021224976 -1.0262105 -0.13672426 19.75979020281295
281263843 0 -44.37792 -95.33376 -109.14323 0 0.12960134 9.763436 1.594714 0 -0.018899975 -1.081438 -0.1486784 20.337472234887002
281263876 0 -44.47775 -95.22635 -109.921524 0 0.11685915 9.759433 1.6689544 0 -0.010684234 -1.1362251 -0.15971287 21.107878299676713
281263908 0 -44.61412 -95.1404 -110.70296 0 0.09382084 9.743368 1.728919 0 0.0021516748 -1.2023072 -0.1763848 22.17772498032167
281263942 0 -44.8382 -95.020935 -111.75097 0 0.03472683 9.723051 1.798308 0 0.0058880784 -1.2489946 -0.18866585 24.546895622251043
281263975 0 -45.077732 -94.94932 -112.56985 0 -0.03226175 9.709323 1.8449218 0 0.008020617 -1.290453 -0.1981756 27.062220359587684
281264008 0 -45.311436 -94.79994 -113.37278 0 -0.11349329 9.703533 1.8843582 0 0.004852696 -1.3369906 -0.2051108 29.955409944829626
281264041 0 -45.61026 -94.700584 -114.18765 0 -0.19930321 9.703622 1.9282627 0 0.0014924178 -1.3622625 -0.20771149 32.91330191207908
281264074 0 -45.922688 -94.57047 -115.00898 0 -0.28504297 9.698983 1.9743131 0 -0.0011925318 -1.3788188 -0.20832425 35.73370217133623
281264107 0 -46.421207 -94.452415 -116.08583 0 -0.3423345 9.679763 2.0247514 0 5.372993E-4 -1.3910497 -0.20480534 37.52394256412077
281264140 0 -46.812954 -94.33409 -116.8987 0 -0.35863414 9.666308 2.0408483 0 0.004189372 -1.3923187 -0.20275971 38.009104561245124
281264173 0 -47.388416 -94.22807 -117.9315 0 -0.3615486 9.657602 2.0460615 0 0.0028757458 -1.3846003 -0.20320566 38.11046456852807
281264206 0 -47.828 -94.11124 -118.63629 0 -0.37318683 9.649776 2.0474348 0 0.0010858863 -1.3656675 -0.20091435 38.51038921990528
281264239 0 -48.253952 -93.99828 -119.31415 0 -0.3972503 9.647961 2.035195 0 0.001259907 -1.3319143 -0.19562414 39.329216203268516
281264272 0 -48.703434 -93.88755 -119.97034 0 -0.42629275 9.656578 2.015963 0 -0.0013116554 -1.2743635 -0.1867407 40.336293445441015
281264304 0 -49.28433 -93.77371 -120.82735 0 -0.44938573 9.666814 1.9924417 0 -0.0024584401 -1.23168 -0.17916459 41.186187544244035
281264338 0 -49.702293 -93.67863 -121.43139 0 -0.4628937 9.688421 1.968621 0 -0.0023347216 -1.1904099 -0.17316976 41.72139433741705
281264371 0 -50.114014 -93.59034 -122.01808 0 -0.46047115 9.7064 1.9395624 0 0.005123278 -1.149172 -0.17005874 41.77791415279893
281264403 0 -50.673668 -93.51327 -122.74938 0 -0.46042243 9.718092 1.8982842 0 0.021871582 -1.0889689 -0.16973352 42.004300772838974
281264437 0 -51.050602 -93.48745 -123.23825 0 -0.45950148 9.720814 1.8488383 0 0.033869576 -1.0391942 -0.16455969 42.23803326133145
281264470 0 -51.41992 -93.45017 -123.68038 0 -0.46830243 9.699579 1.7782886 0 0.044092752 -0.984368 -0.15272856 42.95481380340004
281264503 0 -51.776955 -93.40379 -124.08636 0 -0.466696 9.676609 1.7198884 0 0.048189916 -0.91376996 -0.12865403 43.29606029961769
281264536 0 -52.241356 -93.3764 -124.59326 0 -0.46740904 9.676983 1.6838053 0 0.039639227 -0.86625355 -0.11044016 43.618656964306524
281264569 0 -52.588882 -93.351135 -124.94093 0 -0.46631324 9.699339 1.668522 0 0.036475293 -0.8221466 -0.0939241 43.727543840054864
281264602 0 -52.923874 -93.34505 -125.282585 0 -0.45023778 9.707928 1.6349807 0 0.04138991 -0.7785909 -0.08467615 43.41607013842935
281264635 0 -53.248684 -93.34358 -125.6046 0 -0.4471957 9.705856 1.6084437 0 0.041156854 -0.73706406 -0.085275635 43.54296139282985
281264668 0 -53.641903 -93.31889 -126.01356 0 -0.4468531 9.710505 1.5982753 0 0.033287995 -0.693483 -0.09005137 43.667605514993454
281264701 0 -53.93555 -93.3085 -126.32531 0 -0.45473784 9.70572 1.6010307 0 0.034907475 -0.65812343 -0.08718999 43.99750023681048
281264734 0 -54.208775 -93.30295 -126.63457 0 -0.47432524 9.694433 1.5728661 0 0.03941953 -0.6145861 -0.077416725 44.98243400569379
281264767 0 -54.54712 -93.322655 -127.00873 0 -0.49558005 9.696789 1.5373194 0 0.034492664 -0.55940664 -0.0645264 46.120558672376774
281264800 0 -54.768944 -93.29892 -127.25341 0 -0.49374366 9.704561 1.5044383 0 0.031612553 -0.52911603 -0.05909574 46.36463889746176
281264833 0 -55.006386 -93.3098 -127.480545 0 -0.4596782 9.715182 1.4735653 0 0.029496487 -0.5017885 -0.057678796 45.35188918318357
281264866 0 -55.287544 -93.27328 -127.74309 0 -0.4312827 9.722916 1.4572189 0 0.027226347 -0.47328284 -0.05827993 44.41287136099561
281264899 0 -55.480858 -93.2688 -127.94101 0 -0.40488395 9.734498 1.4500039 0 0.022722762 -0.43959513 -0.058579206 43.4354678756722
281264932 0 -55.649498 -93.27671 -128.1419 0 -0.37813786 9.747398 1.4506812 0 0.022366576 -0.41613013 -0.057975337 42.35939889269338
281264965 0 -55.81784 -93.26089 -128.34064 0 -0.3554203 9.764504 1.4424905 0 0.024523696 -0.39582652 -0.056684658 41.49904777427105
281264997 0 -56.01348 -93.2797 -128.57442 0 -0.34088272 9.767969 1.4377519 0 0.028482756 -0.37606165 -0.054717045 40.95607505601174
281265031 0 -56.151127 -93.275085 -128.7274 0 -0.32405198 9.763202 1.4160079 0 0.036820706 -0.34821647 -0.05104416 40.41625105495979
281265064 0 -56.28484 -93.273544 -128.84265 0 -0.29899386 9.75112 1.3858705 0 0.03966727 -0.33153057 -0.046199277 39.56719706942465
281265096 0 -56.45957 -93.30748 -129.02188 0 -0.2701497 9.741917 1.3485783 0 0.039414875 -0.31692258 -0.04008266 38.55922165737627
281265130 0 -56.592823 -93.30062 -129.11403 0 -0.24440092 9.746425 1.3254957 0 0.037384033 -0.30553356 -0.034319907 37.556754792893514
281265163 0 -56.720284 -93.2942 -129.19435 0 -0.20051666 9.754004 1.3055595 0 0.034339733 -0.29104206 -0.03008459 35.65458125999078
281265196 0 -56.820076 -93.251686 -129.29059 0 -0.15867421 9.761639 1.2799761 0 0.033518318 -0.28331852 -0.028966583 33.7838436727431
281265229 0 -56.98811 -93.250496 -129.37598 0 -0.0886497 9.771045 1.2486246 0 0.033286173 -0.28426373 -0.027319722 30.478981510751566
281265262 0 -57.128647 -93.28457 -129.44246 0 -0.022258922 9.773274 1.2381552 0 0.031508617 -0.2926941 -0.027360301 27.203929709392526
281265295 0 -57.281574 -93.3059 -129.52516 0 0.044912644 9.772113 1.2220703 0 0.03211051 -0.3006084 -0.028394487 23.81140206940387
281265328 0 -57.510666 -93.33538 -129.64677 0 0.13416183 9.760201 1.1974301 0 0.032043714 -0.3142497 -0.027823705 19.165357131799453
281265361 0 -57.686188 -93.32444 -129.738 0 0.18838385 9.75994 1.2001818 0 0.02934537 -0.3320556 -0.026702713 16.4921542793453
281265394 0 -57.88583 -93.336075 -129.82405 0 0.24137887 9.75207 1.2093817 0 0.028345456 -0.3604286 -0.026933916 13.991918283658833
281265427 0 -58.109215 -93.35223 -129.89792 0 0.29419822 9.739908 1.2154009 0 0.028994532 -0.38968498 -0.028400978 11.543594286985467
281265460 0 -58.45721 -93.3973 -130.00757 0 0.3606355 9.724058 1.2253731 0 0.030069537 -0.4240809 -0.030945247 8.616262293629916
281265493 0 -58.73312 -93.41031 -130.09969 0 0.40004963 9.719138 1.2383295 0 0.02870841 -0.46257353 -0.034380272 7.067510069140383
281265526 0 -59.035233 -93.43619 -130.18388 0 0.43610272 9.715455 1.2553219 0 0.025380027 -0.5202179 -0.03964686 5.8020719569888115
281265559 0 -59.378506 -93.45132 -130.26915 0 0.46179414 9.714465 1.2737483 0 0.022046959 -0.56385773 -0.04425623 5.082354006690252
281265592 0 -59.894417 -93.436844 -130.36395 0 0.47732237 9.718685 1.2965646 0 0.017419942 -0.6086594 -0.050189666 4.969277236772939
281265625 0 -60.301434 -93.42923 -130.45111 0 0.47439215 9.71749 1.3157208 0 0.01331893 -0.6567496 -0.05609366 5.551442434263436
281265658 0 -60.727478 -93.41619 -130.52798 0 0.47441053 9.71455 1.3326454 0 0.011357868 -0.72404575 -0.06286022 5.974220471716649
281265691 0 -61.199936 -93.401695 -130.56989 0 0.47495908 9.7162485 1.3483909 0 0.004738123 -0.77509546 -0.069546 6.376177531258691
281265724 0 -61.874393 -93.393036 -130.63503 0 0.46719193 9.742407 1.372578 0 -0.006017021 -0.8263413 -0.07918979 7.320309030700855
281265757 0 -62.414284 -93.36156 -130.65543 0 0.4589046 9.775601 1.4093311 0 -0.018599056 -0.8798337 -0.092253245 8.400508570580257
281265790 0 -62.995247 -93.31581 -130.69691 0 0.44897962 9.807547 1.4619747 0 -0.024525264 -0.9557291 -0.11549445 9.736524308086018
281265823 0 -63.80049 -93.32563 -130.73236 0 0.4191239 9.80969 1.5440948 0 -0.020937752 -1.011305 -0.13491789 12.237066808511429
281265856 0 -64.41429 -93.33655 -130.6964 0 0.3726632 9.797288 1.6016717 0 -0.01686496 -1.0621341 -0.15211426 14.898778721460758
281265889 0 -65.05122 -93.337814 -130.68134 0 0.31983408 9.773776 1.6549447 0 -0.007279738 -1.1272084 -0.1661309 17.658004391416625
281265922 0 -65.958466 -93.31528 -130.55438 0 0.259857 9.741712 1.7018727 0 3.8484507E-4 -1.1718537 -0.17248197 20.660821927931863
281265955 0 -66.654625 -93.35329 -130.4504 0 0.17078152 9.697021 1.7546613 0 0.003822182 -1.2160698 -0.17922437 24.58196181344988
281265988 0 -67.3611 -93.372284 -130.27151 0 0.09662066 9.680929 1.7911705 0 0.0034627311 -1.2577423 -0.18648806 27.759866126696522
281266021 0 -68.08465 -93.3757 -130.06921 0 0.028977988 9.676152 1.8254236 0 0.0013074713 -1.3028046 -0.1940704 30.61613512437998
281266054 0 -69.065155 -93.41919 -129.73373 0 -0.046445526 9.674721 1.8431945 0 -0.0013538592 -1.3276329 -0.19872756 33.75480512348679
281266087 0 -69.79199 -93.48809 -129.45898 0 -0.15623103 9.691693 1.8815336 0 -0.009616852 -1.3468336 -0.2046219 37.90417919521536
281266120 0 -70.52153 -93.53459 -129.16968 0 -0.24326871 9.700807 1.9145482 0 -0.015112637 -1.3584385 -0.20873708 41.14378914497121
281266153 0 -71.478836 -93.610886 -128.75407 0 -0.31468803 9.70676 1.9372855 0 -0.0166714 -1.35991 -0.20395254 43.89607875782497
281266186 0 -72.18911 -93.658104 -128.4097 0 -0.36214474 9.70812 1.9630699 0 -0.01719107 -1.3494344 -0.19683576 45.70346292542621
281266218 0 -72.88687 -93.690926 -128.05795 0 -0.39261365 9.700592 1.9789172 0 -0.0147802085 -1.3343257 -0.19327497 46.96622146898898
281266252 0 -73.55536 -93.747406 -127.63713 0 -0.40696952 9.673165 1.9766543 0 -0.009625855 -1.3159163 -0.19364803 47.78433128248935
281266284 0 -74.39931 -93.80949 -127.11355 0 -0.42560616 9.653785 1.9697269 0 -0.009692303 -1.2732075 -0.1968977 48.82957562174391
281266317 0 -75.00363 -93.842926 -126.71837 0 -0.45142218 9.6516695 1.9666065 0 -0.012638444 -1.2297666 -0.19340385 49.95513274035409
281266351 0 -75.60991 -93.9202 -126.36066 0 -0.47886595 9.663855 1.9407927 0 -0.011292766 -1.1814889 -0.18431425 51.19447398034748
281266384 0 -76.33651 -94.000244 -125.89615 0 -0.48321623 9.673294 1.9056653 0 -0.00823591 -1.1175289 -0.16787899 51.83301470547366
281266417 0 -76.840515 -94.01814 -125.54374 0 -0.46845427 9.696267 1.882971 0 -0.009170788 -1.0703226 -0.15801148 51.701523318667114
281266450 0 -77.33933 -94.05089 -125.178474 0 -0.44314778 9.722957 1.8661656 0 -0.0034497506 -1.0252159 -0.15262759 51.19923803729358
281266482 0 -77.80577 -94.07382 -124.853745 0 -0.41610584 9.7486 1.848792 0 0.0054111555 -0.9825464 -0.14991705 50.607436296657795
281266516 0 -78.400314 -94.155846 -124.39381 0 -0.40228057 9.751052 1.8392997 0 0.017628618 -0.93529004 -0.14664043 50.50851808200309
281266549 0 -78.812935 -94.24799 -124.06443 0 -0.39163622 9.736489 1.8106767 0 0.03921376 -0.86556953 -0.13272983 50.49381609981464
281266582 0 -79.21865 -94.31314 -123.70534 0 -0.39210284 9.708707 1.7398553 0 0.052412618 -0.808605 -0.11588157 51.02692944000705
281266615 0 -79.715 -94.39528 -123.28491 0 -0.38047698 9.690255 1.6615162 0 0.058014404 -0.75631523 -0.09701424 51.240342115718704
281266648 0 -80.0766 -94.42579 -123.01212 0 -0.36216298 9.693346 1.6054064 0 0.04589007 -0.699716 -0.072133414 51.016759288332935
281266681 0 -80.432556 -94.47434 -122.73718 0 -0.32945627 9.718731 1.5905453 0 0.038086414 -0.66146183 -0.057733897 50.03241291571817
281266714 0 -80.76395 -94.494484 -122.434166 0 -0.27765685 9.730378 1.5636601 0 0.042748615 -0.62480503 -0.05177072 48.333051604935235
281266746 0 -81.17054 -94.50954 -122.03268 0 -0.2608552 9.715856 1.529274 0 0.04803801 -0.5901041 -0.0554915 48.03482164011041
281266779 0 -81.44414 -94.51811 -121.74465 0 -0.26375523 9.705033 1.4999876 0 0.042043496 -0.54681295 -0.06702647 48.42152987544364
281266813 0 -81.68179 -94.565506 -121.46797 0 -0.27901003 9.69681 1.4733813 0 0.037556853 -0.5175834 -0.07024463 49.29892231584512
281266846 0 -81.97768 -94.603226 -121.11328 0 -0.30129683 9.695117 1.4547391 0 0.03416907 -0.48642883 -0.06766865 50.48570525017527
281266879 0 -82.18515 -94.60599 -120.88538 0 -0.32178786 9.699153 1.4451454 0 0.028877074 -0.4528705 -0.06180303 51.49962292680158
281266911 0 -82.385124 -94.628654 -120.683075 0 -0.33318543 9.7108135 1.4497888 0 0.02116411 -0.41519746 -0.05273716 52.052137419331416
281266944 0 -82.575264 -94.65004 -120.492325 0 -0.3343739 9.72363 1.4598858 0 0.021678597 -0.3893534 -0.04371247 52.14982278484092
281266978 0 -82.75341 -94.66635 -120.32148 0 -0.32295516 9.739346 1.4466515 0 0.025238555 -0.36301324 -0.03540911 51.85306472578219
281267011 0 -82.99073 -94.67241 -120.113846 0 -0.30840525 9.740896 1.4181137 0 0.026857322 -0.33825347 -0.03090291 51.53795394842365
281267044 0 -83.159874 -94.69158 -119.95542 0 -0.2911443 9.746104 1.3912315 0 0.025197776 -0.31277025 -0.027776886 51.04861870571642
281267076 0 -83.32706 -94.689896 -119.78079 0 -0.2644055 9.747708 1.3688985 0 0.025056802 -0.2939053 -0.027566295 50.10953941182595
281267109 0 -83.51496 -94.69608 -119.56259 0 -0.2359219 9.743863 1.3288463 0 0.024787799 -0.27439585 -0.026815558 49.156581173542065
281267142 0 -83.638336 -94.7012 -119.43075 0 -0.19649354 9.743934 1.2985554 0 0.019829344 -0.25916082 -0.025886921 47.55400705839281
281267176 0 -83.7517 -94.68552 -119.268845 0 -0.1405621 9.745932 1.2810795 0 0.015400832 -0.25592136 -0.026470933 45.05802029414377
281267208 0 -83.907 -94.65915 -119.057495 0 -0.057847507 9.744395 1.2560856 0 0.012644416 -0.25783387 -0.0285309 41.197395884672005
281267241 0 -84.02629 -94.670555 -118.91962 0 0.013033634 9.7339735 1.2321464 0 0.0100051435 -0.26641035 -0.03241339 37.7310646356068
281267275 0 -84.15219 -94.73861 -118.80984 0 0.087998375 9.723544 1.2084813 0 0.0028475956 -0.29267868 -0.03777756 33.929395003956074
281267308 0 -84.27963 -94.76189 -118.68756 0 0.17025538 9.711087 1.1898546 0 -0.0036609597 -0.3259858 -0.044058952 29.696979492298453
281267341 0 -84.43152 -94.79741 -118.50382 0 0.28603083 9.700062 1.1883811 0 -0.013967296 -0.36847633 -0.0525216 24.00463836630729
281267373 0 -84.55921 -94.81561 -118.31808 0 0.36566365 9.700134 1.2137804 0 -0.023419878 -0.41469434 -0.0598818 20.656319125721552
281267406 0 -84.655495 -94.8203 -118.15239 0 0.4255888 9.69911 1.2437764 0 -0.033527885 -0.4
